DateKey,Date,Day,WeekNr,Month,MonthShort,MonthNo,Quarter,Year
20091219,2009-12-19,Saturday,51,December,Dec,12,4,2009
20091220,2009-12-20,Sunday,52,December,Dec,12,4,2009
20091221,2009-12-21,Monday,52,December,Dec,12,4,2009
20091222,2009-12-22,Tuesday,52,December,Dec,12,4,2009
20091223,2009-12-23,Wednesday,52,December,Dec,12,4,2009
20091224,2009-12-24,Thursday,52,December,Dec,12,4,2009
20091225,2009-12-25,Friday,52,December,Dec,12,4,2009
20091226,2009-12-26,Saturday,52,December,Dec,12,4,2009
20091227,2009-12-27,Sunday,53,December,Dec,12,4,2009
20091228,2009-12-28,Monday,53,December,Dec,12,4,2009
20091229,2009-12-29,Tuesday,53,December,Dec,12,4,2009
20091230,2009-12-30,Wednesday,53,December,Dec,12,4,2009
20091231,2009-12-31,Thursday,53,December,Dec,12,4,2009
20100101,2010-01-01,Friday,1,January,Jan,1,1,2010
20100102,2010-01-02,Saturday,1,January,Jan,1,1,2010
20100103,2010-01-03,Sunday,2,January,Jan,1,1,2010
20100104,2010-01-04,Monday,2,January,Jan,1,1,2010
20100105,2010-01-05,Tuesday,2,January,Jan,1,1,2010
20100106,2010-01-06,Wednesday,2,January,Jan,1,1,2010
20100107,2010-01-07,Thursday,2,January,Jan,1,1,2010
20100108,2010-01-08,Friday,2,January,Jan,1,1,2010
20100109,2010-01-09,Saturday,2,January,Jan,1,1,2010
20100110,2010-01-10,Sunday,3,January,Jan,1,1,2010
20100111,2010-01-11,Monday,3,January,Jan,1,1,2010
20100112,2010-01-12,Tuesday,3,January,Jan,1,1,2010
20100113,2010-01-13,Wednesday,3,January,Jan,1,1,2010
20100114,2010-01-14,Thursday,3,January,Jan,1,1,2010
20100115,2010-01-15,Friday,3,January,Jan,1,1,2010
20100116,2010-01-16,Saturday,3,January,Jan,1,1,2010
20100117,2010-01-17,Sunday,4,January,Jan,1,1,2010
20100118,2010-01-18,Monday,4,January,Jan,1,1,2010
20100119,2010-01-19,Tuesday,4,January,Jan,1,1,2010
20100120,2010-01-20,Wednesday,4,January,Jan,1,1,2010
20100121,2010-01-21,Thursday,4,January,Jan,1,1,2010
20100122,2010-01-22,Friday,4,January,Jan,1,1,2010
20100123,2010-01-23,Saturday,4,January,Jan,1,1,2010
20100124,2010-01-24,Sunday,5,January,Jan,1,1,2010
20100125,2010-01-25,Monday,5,January,Jan,1,1,2010
20100126,2010-01-26,Tuesday,5,January,Jan,1,1,2010
20100127,2010-01-27,Wednesday,5,January,Jan,1,1,2010
20100128,2010-01-28,Thursday,5,January,Jan,1,1,2010
20100129,2010-01-29,Friday,5,January,Jan,1,1,2010
20100130,2010-01-30,Saturday,5,January,Jan,1,1,2010
20100131,2010-01-31,Sunday,6,January,Jan,1,1,2010
20100201,2010-02-01,Monday,6,February,Feb,2,1,2010
20100202,2010-02-02,Tuesday,6,February,Feb,2,1,2010
20100203,2010-02-03,Wednesday,6,February,Feb,2,1,2010
20100204,2010-02-04,Thursday,6,February,Feb,2,1,2010
20100205,2010-02-05,Friday,6,February,Feb,2,1,2010
20100206,2010-02-06,Saturday,6,February,Feb,2,1,2010
20100207,2010-02-07,Sunday,7,February,Feb,2,1,2010
20100208,2010-02-08,Monday,7,February,Feb,2,1,2010
20100209,2010-02-09,Tuesday,7,February,Feb,2,1,2010
20100210,2010-02-10,Wednesday,7,February,Feb,2,1,2010
20100211,2010-02-11,Thursday,7,February,Feb,2,1,2010
20100212,2010-02-12,Friday,7,February,Feb,2,1,2010
20100213,2010-02-13,Saturday,7,February,Feb,2,1,2010
20100214,2010-02-14,Sunday,8,February,Feb,2,1,2010
20100215,2010-02-15,Monday,8,February,Feb,2,1,2010
20100216,2010-02-16,Tuesday,8,February,Feb,2,1,2010
20100217,2010-02-17,Wednesday,8,February,Feb,2,1,2010
20100218,2010-02-18,Thursday,8,February,Feb,2,1,2010
20100219,2010-02-19,Friday,8,February,Feb,2,1,2010
20100220,2010-02-20,Saturday,8,February,Feb,2,1,2010
20100221,2010-02-21,Sunday,9,February,Feb,2,1,2010
20100222,2010-02-22,Monday,9,February,Feb,2,1,2010
20100223,2010-02-23,Tuesday,9,February,Feb,2,1,2010
20100224,2010-02-24,Wednesday,9,February,Feb,2,1,2010
20100225,2010-02-25,Thursday,9,February,Feb,2,1,2010
20100226,2010-02-26,Friday,9,February,Feb,2,1,2010
20100227,2010-02-27,Saturday,9,February,Feb,2,1,2010
20100228,2010-02-28,Sunday,10,February,Feb,2,1,2010
20100301,2010-03-01,Monday,10,March,Mar,3,1,2010
20100302,2010-03-02,Tuesday,10,March,Mar,3,1,2010
20100303,2010-03-03,Wednesday,10,March,Mar,3,1,2010
20100304,2010-03-04,Thursday,10,March,Mar,3,1,2010
20100305,2010-03-05,Friday,10,March,Mar,3,1,2010
20100306,2010-03-06,Saturday,10,March,Mar,3,1,2010
20100307,2010-03-07,Sunday,11,March,Mar,3,1,2010
20100308,2010-03-08,Monday,11,March,Mar,3,1,2010
20100309,2010-03-09,Tuesday,11,March,Mar,3,1,2010
20100310,2010-03-10,Wednesday,11,March,Mar,3,1,2010
20100311,2010-03-11,Thursday,11,March,Mar,3,1,2010
20100312,2010-03-12,Friday,11,March,Mar,3,1,2010
20100313,2010-03-13,Saturday,11,March,Mar,3,1,2010
20100314,2010-03-14,Sunday,12,March,Mar,3,1,2010
20100315,2010-03-15,Monday,12,March,Mar,3,1,2010
20100316,2010-03-16,Tuesday,12,March,Mar,3,1,2010
20100317,2010-03-17,Wednesday,12,March,Mar,3,1,2010
20100318,2010-03-18,Thursday,12,March,Mar,3,1,2010
20100319,2010-03-19,Friday,12,March,Mar,3,1,2010
20100320,2010-03-20,Saturday,12,March,Mar,3,1,2010
20100321,2010-03-21,Sunday,13,March,Mar,3,1,2010
20100322,2010-03-22,Monday,13,March,Mar,3,1,2010
20100323,2010-03-23,Tuesday,13,March,Mar,3,1,2010
20100324,2010-03-24,Wednesday,13,March,Mar,3,1,2010
20100325,2010-03-25,Thursday,13,March,Mar,3,1,2010
20100326,2010-03-26,Friday,13,March,Mar,3,1,2010
20100327,2010-03-27,Saturday,13,March,Mar,3,1,2010
20100328,2010-03-28,Sunday,14,March,Mar,3,1,2010
20100329,2010-03-29,Monday,14,March,Mar,3,1,2010
20100330,2010-03-30,Tuesday,14,March,Mar,3,1,2010
20100331,2010-03-31,Wednesday,14,March,Mar,3,1,2010
20100401,2010-04-01,Thursday,14,April,Apr,4,2,2010
20100402,2010-04-02,Friday,14,April,Apr,4,2,2010
20100403,2010-04-03,Saturday,14,April,Apr,4,2,2010
20100404,2010-04-04,Sunday,15,April,Apr,4,2,2010
20100405,2010-04-05,Monday,15,April,Apr,4,2,2010
20100406,2010-04-06,Tuesday,15,April,Apr,4,2,2010
20100407,2010-04-07,Wednesday,15,April,Apr,4,2,2010
20100408,2010-04-08,Thursday,15,April,Apr,4,2,2010
20100409,2010-04-09,Friday,15,April,Apr,4,2,2010
20100410,2010-04-10,Saturday,15,April,Apr,4,2,2010
20100411,2010-04-11,Sunday,16,April,Apr,4,2,2010
20100412,2010-04-12,Monday,16,April,Apr,4,2,2010
20100413,2010-04-13,Tuesday,16,April,Apr,4,2,2010
20100414,2010-04-14,Wednesday,16,April,Apr,4,2,2010
20100415,2010-04-15,Thursday,16,April,Apr,4,2,2010
20100416,2010-04-16,Friday,16,April,Apr,4,2,2010
20100417,2010-04-17,Saturday,16,April,Apr,4,2,2010
20100418,2010-04-18,Sunday,17,April,Apr,4,2,2010
20100419,2010-04-19,Monday,17,April,Apr,4,2,2010
20100420,2010-04-20,Tuesday,17,April,Apr,4,2,2010
20100421,2010-04-21,Wednesday,17,April,Apr,4,2,2010
20100422,2010-04-22,Thursday,17,April,Apr,4,2,2010
20100423,2010-04-23,Friday,17,April,Apr,4,2,2010
20100424,2010-04-24,Saturday,17,April,Apr,4,2,2010
20100425,2010-04-25,Sunday,18,April,Apr,4,2,2010
20100426,2010-04-26,Monday,18,April,Apr,4,2,2010
20100427,2010-04-27,Tuesday,18,April,Apr,4,2,2010
20100428,2010-04-28,Wednesday,18,April,Apr,4,2,2010
20100429,2010-04-29,Thursday,18,April,Apr,4,2,2010
20100430,2010-04-30,Friday,18,April,Apr,4,2,2010
20100501,2010-05-01,Saturday,18,May,May,5,2,2010
20100502,2010-05-02,Sunday,19,May,May,5,2,2010
20100503,2010-05-03,Monday,19,May,May,5,2,2010
20100504,2010-05-04,Tuesday,19,May,May,5,2,2010
20100505,2010-05-05,Wednesday,19,May,May,5,2,2010
20100506,2010-05-06,Thursday,19,May,May,5,2,2010
20100507,2010-05-07,Friday,19,May,May,5,2,2010
20100508,2010-05-08,Saturday,19,May,May,5,2,2010
20100509,2010-05-09,Sunday,20,May,May,5,2,2010
20100510,2010-05-10,Monday,20,May,May,5,2,2010
20100511,2010-05-11,Tuesday,20,May,May,5,2,2010
20100512,2010-05-12,Wednesday,20,May,May,5,2,2010
20100513,2010-05-13,Thursday,20,May,May,5,2,2010
20100514,2010-05-14,Friday,20,May,May,5,2,2010
20100515,2010-05-15,Saturday,20,May,May,5,2,2010
20100516,2010-05-16,Sunday,21,May,May,5,2,2010
20100517,2010-05-17,Monday,21,May,May,5,2,2010
20100518,2010-05-18,Tuesday,21,May,May,5,2,2010
20100519,2010-05-19,Wednesday,21,May,May,5,2,2010
20100520,2010-05-20,Thursday,21,May,May,5,2,2010
20100521,2010-05-21,Friday,21,May,May,5,2,2010
20100522,2010-05-22,Saturday,21,May,May,5,2,2010
20100523,2010-05-23,Sunday,22,May,May,5,2,2010
20100524,2010-05-24,Monday,22,May,May,5,2,2010
20100525,2010-05-25,Tuesday,22,May,May,5,2,2010
20100526,2010-05-26,Wednesday,22,May,May,5,2,2010
20100527,2010-05-27,Thursday,22,May,May,5,2,2010
20100528,2010-05-28,Friday,22,May,May,5,2,2010
20100529,2010-05-29,Saturday,22,May,May,5,2,2010
20100530,2010-05-30,Sunday,23,May,May,5,2,2010
20100531,2010-05-31,Monday,23,May,May,5,2,2010
20100601,2010-06-01,Tuesday,23,June,Jun,6,2,2010
20100602,2010-06-02,Wednesday,23,June,Jun,6,2,2010
20100603,2010-06-03,Thursday,23,June,Jun,6,2,2010
20100604,2010-06-04,Friday,23,June,Jun,6,2,2010
20100605,2010-06-05,Saturday,23,June,Jun,6,2,2010
20100606,2010-06-06,Sunday,24,June,Jun,6,2,2010
20100607,2010-06-07,Monday,24,June,Jun,6,2,2010
20100608,2010-06-08,Tuesday,24,June,Jun,6,2,2010
20100609,2010-06-09,Wednesday,24,June,Jun,6,2,2010
20100610,2010-06-10,Thursday,24,June,Jun,6,2,2010
20100611,2010-06-11,Friday,24,June,Jun,6,2,2010
20100612,2010-06-12,Saturday,24,June,Jun,6,2,2010
20100613,2010-06-13,Sunday,25,June,Jun,6,2,2010
20100614,2010-06-14,Monday,25,June,Jun,6,2,2010
20100615,2010-06-15,Tuesday,25,June,Jun,6,2,2010
20100616,2010-06-16,Wednesday,25,June,Jun,6,2,2010
20100617,2010-06-17,Thursday,25,June,Jun,6,2,2010
20100618,2010-06-18,Friday,25,June,Jun,6,2,2010
20100619,2010-06-19,Saturday,25,June,Jun,6,2,2010
20100620,2010-06-20,Sunday,26,June,Jun,6,2,2010
20100621,2010-06-21,Monday,26,June,Jun,6,2,2010
20100622,2010-06-22,Tuesday,26,June,Jun,6,2,2010
20100623,2010-06-23,Wednesday,26,June,Jun,6,2,2010
20100624,2010-06-24,Thursday,26,June,Jun,6,2,2010
20100625,2010-06-25,Friday,26,June,Jun,6,2,2010
20100626,2010-06-26,Saturday,26,June,Jun,6,2,2010
20100627,2010-06-27,Sunday,27,June,Jun,6,2,2010
20100628,2010-06-28,Monday,27,June,Jun,6,2,2010
20100629,2010-06-29,Tuesday,27,June,Jun,6,2,2010
20100630,2010-06-30,Wednesday,27,June,Jun,6,2,2010
20100701,2010-07-01,Thursday,27,July,Jul,7,3,2010
20100702,2010-07-02,Friday,27,July,Jul,7,3,2010
20100703,2010-07-03,Saturday,27,July,Jul,7,3,2010
20100704,2010-07-04,Sunday,28,July,Jul,7,3,2010
20100705,2010-07-05,Monday,28,July,Jul,7,3,2010
20100706,2010-07-06,Tuesday,28,July,Jul,7,3,2010
20100707,2010-07-07,Wednesday,28,July,Jul,7,3,2010
20100708,2010-07-08,Thursday,28,July,Jul,7,3,2010
20100709,2010-07-09,Friday,28,July,Jul,7,3,2010
20100710,2010-07-10,Saturday,28,July,Jul,7,3,2010
20100711,2010-07-11,Sunday,29,July,Jul,7,3,2010
20100712,2010-07-12,Monday,29,July,Jul,7,3,2010
20100713,2010-07-13,Tuesday,29,July,Jul,7,3,2010
20100714,2010-07-14,Wednesday,29,July,Jul,7,3,2010
20100715,2010-07-15,Thursday,29,July,Jul,7,3,2010
20100716,2010-07-16,Friday,29,July,Jul,7,3,2010
20100717,2010-07-17,Saturday,29,July,Jul,7,3,2010
20100718,2010-07-18,Sunday,30,July,Jul,7,3,2010
20100719,2010-07-19,Monday,30,July,Jul,7,3,2010
20100720,2010-07-20,Tuesday,30,July,Jul,7,3,2010
20100721,2010-07-21,Wednesday,30,July,Jul,7,3,2010
20100722,2010-07-22,Thursday,30,July,Jul,7,3,2010
20100723,2010-07-23,Friday,30,July,Jul,7,3,2010
20100724,2010-07-24,Saturday,30,July,Jul,7,3,2010
20100725,2010-07-25,Sunday,31,July,Jul,7,3,2010
20100726,2010-07-26,Monday,31,July,Jul,7,3,2010
20100727,2010-07-27,Tuesday,31,July,Jul,7,3,2010
20100728,2010-07-28,Wednesday,31,July,Jul,7,3,2010
20100729,2010-07-29,Thursday,31,July,Jul,7,3,2010
20100730,2010-07-30,Friday,31,July,Jul,7,3,2010
20100731,2010-07-31,Saturday,31,July,Jul,7,3,2010
20100801,2010-08-01,Sunday,32,August,Aug,8,3,2010
20100802,2010-08-02,Monday,32,August,Aug,8,3,2010
20100803,2010-08-03,Tuesday,32,August,Aug,8,3,2010
20100804,2010-08-04,Wednesday,32,August,Aug,8,3,2010
20100805,2010-08-05,Thursday,32,August,Aug,8,3,2010
20100806,2010-08-06,Friday,32,August,Aug,8,3,2010
20100807,2010-08-07,Saturday,32,August,Aug,8,3,2010
20100808,2010-08-08,Sunday,33,August,Aug,8,3,2010
20100809,2010-08-09,Monday,33,August,Aug,8,3,2010
20100810,2010-08-10,Tuesday,33,August,Aug,8,3,2010
20100811,2010-08-11,Wednesday,33,August,Aug,8,3,2010
20100812,2010-08-12,Thursday,33,August,Aug,8,3,2010
20100813,2010-08-13,Friday,33,August,Aug,8,3,2010
20100814,2010-08-14,Saturday,33,August,Aug,8,3,2010
20100815,2010-08-15,Sunday,34,August,Aug,8,3,2010
20100816,2010-08-16,Monday,34,August,Aug,8,3,2010
20100817,2010-08-17,Tuesday,34,August,Aug,8,3,2010
20100818,2010-08-18,Wednesday,34,August,Aug,8,3,2010
20100819,2010-08-19,Thursday,34,August,Aug,8,3,2010
20100820,2010-08-20,Friday,34,August,Aug,8,3,2010
20100821,2010-08-21,Saturday,34,August,Aug,8,3,2010
20100822,2010-08-22,Sunday,35,August,Aug,8,3,2010
20100823,2010-08-23,Monday,35,August,Aug,8,3,2010
20100824,2010-08-24,Tuesday,35,August,Aug,8,3,2010
20100825,2010-08-25,Wednesday,35,August,Aug,8,3,2010
20100826,2010-08-26,Thursday,35,August,Aug,8,3,2010
20100827,2010-08-27,Friday,35,August,Aug,8,3,2010
20100828,2010-08-28,Saturday,35,August,Aug,8,3,2010
20100829,2010-08-29,Sunday,36,August,Aug,8,3,2010
20100830,2010-08-30,Monday,36,August,Aug,8,3,2010
20100831,2010-08-31,Tuesday,36,August,Aug,8,3,2010
20100901,2010-09-01,Wednesday,36,September,Sep,9,3,2010
20100902,2010-09-02,Thursday,36,September,Sep,9,3,2010
20100903,2010-09-03,Friday,36,September,Sep,9,3,2010
20100904,2010-09-04,Saturday,36,September,Sep,9,3,2010
20100905,2010-09-05,Sunday,37,September,Sep,9,3,2010
20100906,2010-09-06,Monday,37,September,Sep,9,3,2010
20100907,2010-09-07,Tuesday,37,September,Sep,9,3,2010
20100908,2010-09-08,Wednesday,37,September,Sep,9,3,2010
20100909,2010-09-09,Thursday,37,September,Sep,9,3,2010
20100910,2010-09-10,Friday,37,September,Sep,9,3,2010
20100911,2010-09-11,Saturday,37,September,Sep,9,3,2010
20100912,2010-09-12,Sunday,38,September,Sep,9,3,2010
20100913,2010-09-13,Monday,38,September,Sep,9,3,2010
20100914,2010-09-14,Tuesday,38,September,Sep,9,3,2010
20100915,2010-09-15,Wednesday,38,September,Sep,9,3,2010
20100916,2010-09-16,Thursday,38,September,Sep,9,3,2010
20100917,2010-09-17,Friday,38,September,Sep,9,3,2010
20100918,2010-09-18,Saturday,38,September,Sep,9,3,2010
20100919,2010-09-19,Sunday,39,September,Sep,9,3,2010
20100920,2010-09-20,Monday,39,September,Sep,9,3,2010
20100921,2010-09-21,Tuesday,39,September,Sep,9,3,2010
20100922,2010-09-22,Wednesday,39,September,Sep,9,3,2010
20100923,2010-09-23,Thursday,39,September,Sep,9,3,2010
20100924,2010-09-24,Friday,39,September,Sep,9,3,2010
20100925,2010-09-25,Saturday,39,September,Sep,9,3,2010
20100926,2010-09-26,Sunday,40,September,Sep,9,3,2010
20100927,2010-09-27,Monday,40,September,Sep,9,3,2010
20100928,2010-09-28,Tuesday,40,September,Sep,9,3,2010
20100929,2010-09-29,Wednesday,40,September,Sep,9,3,2010
20100930,2010-09-30,Thursday,40,September,Sep,9,3,2010
20101001,2010-10-01,Friday,40,October,Oct,10,4,2010
20101002,2010-10-02,Saturday,40,October,Oct,10,4,2010
20101003,2010-10-03,Sunday,41,October,Oct,10,4,2010
20101004,2010-10-04,Monday,41,October,Oct,10,4,2010
20101005,2010-10-05,Tuesday,41,October,Oct,10,4,2010
20101006,2010-10-06,Wednesday,41,October,Oct,10,4,2010
20101007,2010-10-07,Thursday,41,October,Oct,10,4,2010
20101008,2010-10-08,Friday,41,October,Oct,10,4,2010
20101009,2010-10-09,Saturday,41,October,Oct,10,4,2010
20101010,2010-10-10,Sunday,42,October,Oct,10,4,2010
20101011,2010-10-11,Monday,42,October,Oct,10,4,2010
20101012,2010-10-12,Tuesday,42,October,Oct,10,4,2010
20101013,2010-10-13,Wednesday,42,October,Oct,10,4,2010
20101014,2010-10-14,Thursday,42,October,Oct,10,4,2010
20101015,2010-10-15,Friday,42,October,Oct,10,4,2010
20101016,2010-10-16,Saturday,42,October,Oct,10,4,2010
20101017,2010-10-17,Sunday,43,October,Oct,10,4,2010
20101018,2010-10-18,Monday,43,October,Oct,10,4,2010
20101019,2010-10-19,Tuesday,43,October,Oct,10,4,2010
20101020,2010-10-20,Wednesday,43,October,Oct,10,4,2010
20101021,2010-10-21,Thursday,43,October,Oct,10,4,2010
20101022,2010-10-22,Friday,43,October,Oct,10,4,2010
20101023,2010-10-23,Saturday,43,October,Oct,10,4,2010
20101024,2010-10-24,Sunday,44,October,Oct,10,4,2010
20101025,2010-10-25,Monday,44,October,Oct,10,4,2010
20101026,2010-10-26,Tuesday,44,October,Oct,10,4,2010
20101027,2010-10-27,Wednesday,44,October,Oct,10,4,2010
20101028,2010-10-28,Thursday,44,October,Oct,10,4,2010
20101029,2010-10-29,Friday,44,October,Oct,10,4,2010
20101030,2010-10-30,Saturday,44,October,Oct,10,4,2010
20101031,2010-10-31,Sunday,45,October,Oct,10,4,2010
20101101,2010-11-01,Monday,45,November,Nov,11,4,2010
20101102,2010-11-02,Tuesday,45,November,Nov,11,4,2010
20101103,2010-11-03,Wednesday,45,November,Nov,11,4,2010
20101104,2010-11-04,Thursday,45,November,Nov,11,4,2010
20101105,2010-11-05,Friday,45,November,Nov,11,4,2010
20101106,2010-11-06,Saturday,45,November,Nov,11,4,2010
20101107,2010-11-07,Sunday,46,November,Nov,11,4,2010
20101108,2010-11-08,Monday,46,November,Nov,11,4,2010
20101109,2010-11-09,Tuesday,46,November,Nov,11,4,2010
20101110,2010-11-10,Wednesday,46,November,Nov,11,4,2010
20101111,2010-11-11,Thursday,46,November,Nov,11,4,2010
20101112,2010-11-12,Friday,46,November,Nov,11,4,2010
20101113,2010-11-13,Saturday,46,November,Nov,11,4,2010
20101114,2010-11-14,Sunday,47,November,Nov,11,4,2010
20101115,2010-11-15,Monday,47,November,Nov,11,4,2010
20101116,2010-11-16,Tuesday,47,November,Nov,11,4,2010
20101117,2010-11-17,Wednesday,47,November,Nov,11,4,2010
20101118,2010-11-18,Thursday,47,November,Nov,11,4,2010
20101119,2010-11-19,Friday,47,November,Nov,11,4,2010
20101120,2010-11-20,Saturday,47,November,Nov,11,4,2010
20101121,2010-11-21,Sunday,48,November,Nov,11,4,2010
20101122,2010-11-22,Monday,48,November,Nov,11,4,2010
20101123,2010-11-23,Tuesday,48,November,Nov,11,4,2010
20101124,2010-11-24,Wednesday,48,November,Nov,11,4,2010
20101125,2010-11-25,Thursday,48,November,Nov,11,4,2010
20101126,2010-11-26,Friday,48,November,Nov,11,4,2010
20101127,2010-11-27,Saturday,48,November,Nov,11,4,2010
20101128,2010-11-28,Sunday,49,November,Nov,11,4,2010
20101129,2010-11-29,Monday,49,November,Nov,11,4,2010
20101130,2010-11-30,Tuesday,49,November,Nov,11,4,2010
20101201,2010-12-01,Wednesday,49,December,Dec,12,4,2010
20101202,2010-12-02,Thursday,49,December,Dec,12,4,2010
20101203,2010-12-03,Friday,49,December,Dec,12,4,2010
20101204,2010-12-04,Saturday,49,December,Dec,12,4,2010
20101205,2010-12-05,Sunday,50,December,Dec,12,4,2010
20101206,2010-12-06,Monday,50,December,Dec,12,4,2010
20101207,2010-12-07,Tuesday,50,December,Dec,12,4,2010
20101208,2010-12-08,Wednesday,50,December,Dec,12,4,2010
20101209,2010-12-09,Thursday,50,December,Dec,12,4,2010
20101210,2010-12-10,Friday,50,December,Dec,12,4,2010
20101211,2010-12-11,Saturday,50,December,Dec,12,4,2010
20101212,2010-12-12,Sunday,51,December,Dec,12,4,2010
20101213,2010-12-13,Monday,51,December,Dec,12,4,2010
20101214,2010-12-14,Tuesday,51,December,Dec,12,4,2010
20101215,2010-12-15,Wednesday,51,December,Dec,12,4,2010
20101216,2010-12-16,Thursday,51,December,Dec,12,4,2010
20101217,2010-12-17,Friday,51,December,Dec,12,4,2010
20101218,2010-12-18,Saturday,51,December,Dec,12,4,2010
20101219,2010-12-19,Sunday,52,December,Dec,12,4,2010
20101220,2010-12-20,Monday,52,December,Dec,12,4,2010
20101221,2010-12-21,Tuesday,52,December,Dec,12,4,2010
20101222,2010-12-22,Wednesday,52,December,Dec,12,4,2010
20101223,2010-12-23,Thursday,52,December,Dec,12,4,2010
20101224,2010-12-24,Friday,52,December,Dec,12,4,2010
20101225,2010-12-25,Saturday,52,December,Dec,12,4,2010
20101226,2010-12-26,Sunday,53,December,Dec,12,4,2010
20101227,2010-12-27,Monday,53,December,Dec,12,4,2010
20101228,2010-12-28,Tuesday,53,December,Dec,12,4,2010
20101229,2010-12-29,Wednesday,53,December,Dec,12,4,2010
20101230,2010-12-30,Thursday,53,December,Dec,12,4,2010
20101231,2010-12-31,Friday,53,December,Dec,12,4,2010
20110101,2011-01-01,Saturday,1,January,Jan,1,1,2011
20110102,2011-01-02,Sunday,2,January,Jan,1,1,2011
20110103,2011-01-03,Monday,2,January,Jan,1,1,2011
20110104,2011-01-04,Tuesday,2,January,Jan,1,1,2011
20110105,2011-01-05,Wednesday,2,January,Jan,1,1,2011
20110106,2011-01-06,Thursday,2,January,Jan,1,1,2011
20110107,2011-01-07,Friday,2,January,Jan,1,1,2011
20110108,2011-01-08,Saturday,2,January,Jan,1,1,2011
20110109,2011-01-09,Sunday,3,January,Jan,1,1,2011
20110110,2011-01-10,Monday,3,January,Jan,1,1,2011
20110111,2011-01-11,Tuesday,3,January,Jan,1,1,2011
20110112,2011-01-12,Wednesday,3,January,Jan,1,1,2011
20110113,2011-01-13,Thursday,3,January,Jan,1,1,2011
20110114,2011-01-14,Friday,3,January,Jan,1,1,2011
20110115,2011-01-15,Saturday,3,January,Jan,1,1,2011
20110116,2011-01-16,Sunday,4,January,Jan,1,1,2011
20110117,2011-01-17,Monday,4,January,Jan,1,1,2011
20110118,2011-01-18,Tuesday,4,January,Jan,1,1,2011
20110119,2011-01-19,Wednesday,4,January,Jan,1,1,2011
20110120,2011-01-20,Thursday,4,January,Jan,1,1,2011
20110121,2011-01-21,Friday,4,January,Jan,1,1,2011
20110122,2011-01-22,Saturday,4,January,Jan,1,1,2011
20110123,2011-01-23,Sunday,5,January,Jan,1,1,2011
20110124,2011-01-24,Monday,5,January,Jan,1,1,2011
20110125,2011-01-25,Tuesday,5,January,Jan,1,1,2011
20110126,2011-01-26,Wednesday,5,January,Jan,1,1,2011
20110127,2011-01-27,Thursday,5,January,Jan,1,1,2011
20110128,2011-01-28,Friday,5,January,Jan,1,1,2011
20110129,2011-01-29,Saturday,5,January,Jan,1,1,2011
20110130,2011-01-30,Sunday,6,January,Jan,1,1,2011
20110131,2011-01-31,Monday,6,January,Jan,1,1,2011
20110201,2011-02-01,Tuesday,6,February,Feb,2,1,2011
20110202,2011-02-02,Wednesday,6,February,Feb,2,1,2011
20110203,2011-02-03,Thursday,6,February,Feb,2,1,2011
20110204,2011-02-04,Friday,6,February,Feb,2,1,2011
20110205,2011-02-05,Saturday,6,February,Feb,2,1,2011
20110206,2011-02-06,Sunday,7,February,Feb,2,1,2011
20110207,2011-02-07,Monday,7,February,Feb,2,1,2011
20110208,2011-02-08,Tuesday,7,February,Feb,2,1,2011
20110209,2011-02-09,Wednesday,7,February,Feb,2,1,2011
20110210,2011-02-10,Thursday,7,February,Feb,2,1,2011
20110211,2011-02-11,Friday,7,February,Feb,2,1,2011
20110212,2011-02-12,Saturday,7,February,Feb,2,1,2011
20110213,2011-02-13,Sunday,8,February,Feb,2,1,2011
20110214,2011-02-14,Monday,8,February,Feb,2,1,2011
20110215,2011-02-15,Tuesday,8,February,Feb,2,1,2011
20110216,2011-02-16,Wednesday,8,February,Feb,2,1,2011
20110217,2011-02-17,Thursday,8,February,Feb,2,1,2011
20110218,2011-02-18,Friday,8,February,Feb,2,1,2011
20110219,2011-02-19,Saturday,8,February,Feb,2,1,2011
20110220,2011-02-20,Sunday,9,February,Feb,2,1,2011
20110221,2011-02-21,Monday,9,February,Feb,2,1,2011
20110222,2011-02-22,Tuesday,9,February,Feb,2,1,2011
20110223,2011-02-23,Wednesday,9,February,Feb,2,1,2011
20110224,2011-02-24,Thursday,9,February,Feb,2,1,2011
20110225,2011-02-25,Friday,9,February,Feb,2,1,2011
20110226,2011-02-26,Saturday,9,February,Feb,2,1,2011
20110227,2011-02-27,Sunday,10,February,Feb,2,1,2011
20110228,2011-02-28,Monday,10,February,Feb,2,1,2011
20110301,2011-03-01,Tuesday,10,March,Mar,3,1,2011
20110302,2011-03-02,Wednesday,10,March,Mar,3,1,2011
20110303,2011-03-03,Thursday,10,March,Mar,3,1,2011
20110304,2011-03-04,Friday,10,March,Mar,3,1,2011
20110305,2011-03-05,Saturday,10,March,Mar,3,1,2011
20110306,2011-03-06,Sunday,11,March,Mar,3,1,2011
20110307,2011-03-07,Monday,11,March,Mar,3,1,2011
20110308,2011-03-08,Tuesday,11,March,Mar,3,1,2011
20110309,2011-03-09,Wednesday,11,March,Mar,3,1,2011
20110310,2011-03-10,Thursday,11,March,Mar,3,1,2011
20110311,2011-03-11,Friday,11,March,Mar,3,1,2011
20110312,2011-03-12,Saturday,11,March,Mar,3,1,2011
20110313,2011-03-13,Sunday,12,March,Mar,3,1,2011
20110314,2011-03-14,Monday,12,March,Mar,3,1,2011
20110315,2011-03-15,Tuesday,12,March,Mar,3,1,2011
